Sentence,Word,Condition_ID,gpt2_surp,POS,Frequency,Length
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",tables.,wrong,4.312947511672974,Open,6.395261598115449,6
A toddler is sitting on a blanket outdoors eating an apple.,toddler,wrong,17.63909912109375,Open,3.6888794541139363,7
A toddler is sitting on a blanket outdoors eating an apple.,is,wrong,4.464824199676514,Closed,13.038248891280736,2
A toddler is sitting on a blanket outdoors eating an apple.,sitting,wrong,8.295841217041016,Open,8.479283618343016,7
A toddler is sitting on a blanket outdoors eating an apple.,on,wrong,1.657050609588623,Closed,12.779146043675691,2
A toddler is sitting on a blanket outdoors eating an apple.,a,wrong,1.3226157426834106,Closed,13.855864282863422,1
A toddler is sitting on a blanket outdoors eating an apple.,blanket,wrong,5.516982555389404,Open,6.495265555937008,7
A toddler is sitting on a blanket outdoors eating an apple.,outdoors,wrong,14.632120132446289,Open,4.672828834461906,8
A toddler is sitting on a blanket outdoors eating an apple.,eating,wrong,11.101591110229492,Open,8.039802343736485,6
A toddler is sitting on a blanket outdoors eating an apple.,an,wrong,5.503951549530029,Closed,11.462379259863024,2
A toddler is sitting on a blanket outdoors eating an apple.,apple.,wrong,3.3485735654830933,Open,7.095893221097532,5
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,young,wrong,11.910640716552734,Open,9.425613028909824,5
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,woman,wrong,3.180177688598633,Open,10.006314862335598,5
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,sitting,wrong,6.988450527191162,Open,8.479283618343016,7
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,on,wrong,2.411956548690796,Closed,12.779146043675691,2
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,a,wrong,1.6295207738876343,Closed,13.855864282863422,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,curb,wrong,7.280939102172852,Open,5.342334251964811,4
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,next,wrong,3.9896979331970215,Open,10.047154902348542,4
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,to,wrong,0.0036810599267482758,Closed,13.960969286275443,2
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,a,wrong,1.4904855489730835,Closed,13.855864282863422,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,fire,wrong,6.761001110076904,Open,9.304741047397666,4
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,hydrant,wrong,1.3733858827472432,Open,3.9512437185814275,7
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,writing,wrong,15.067169189453125,Open,7.955775781534187,7
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,on,wrong,2.594716787338257,Closed,12.779146043675691,2
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,a,wrong,1.6671116352081299,Closed,13.855864282863422,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,notepad.,wrong,16.08593663573265,Open,2.0794415416798357,7
Two giraffes standing on a dirt expanse with trees in background.,giraffes,wrong,18.836327565601096,Open,3.4339872044851463,8
Two giraffes standing on a dirt expanse with trees in background.,standing,wrong,11.06072998046875,Open,8.29254851397576,8
Two giraffes standing on a dirt expanse with trees in background.,on,wrong,2.153743028640747,Closed,12.779146043675691,2
Two giraffes standing on a dirt expanse with trees in background.,a,wrong,2.575167655944824,Closed,13.855864282863422,1
Two giraffes standing on a dirt expanse with trees in background.,dirt,wrong,8.624449729919434,Open,7.177782416195197,4
Two giraffes standing on a dirt expanse with trees in background.,expanse,wrong,13.844631494604982,Open,2.3978952727983707,7
Two giraffes standing on a dirt expanse with trees in background.,with,wrong,6.7405476570129395,Closed,12.458639067517554,4
Two giraffes standing on a dirt expanse with trees in background.,trees,wrong,7.904608726501465,Open,7.355641102974253,5
Two giraffes standing on a dirt expanse with trees in background.,in,wrong,4.082827568054199,Closed,13.119246525062723,2
Two giraffes standing on a dirt expanse with trees in background.,background.,wrong,12.183732867240906,Open,6.80128303447162,10
A teddy bear is sitting on the rail of a wire fence.,teddy,wrong,16.30055046081543,Open,6.698268054115413,5
A teddy bear is sitting on the rail of a wire fence.,bear,wrong,0.05340076982975006,Open,7.982074875081202,4
A teddy bear is sitting on the rail of a wire fence.,is,wrong,3.3637843132019043,Closed,13.038248891280736,2
A teddy bear is sitting on the rail of a wire fence.,sitting,wrong,9.233339309692383,Open,8.479283618343016,7
A teddy bear is sitting on the rail of a wire fence.,on,wrong,1.5595049858093262,Closed,12.779146043675691,2
A teddy bear is sitting on the rail of a wire fence.,the,wrong,1.636159062385559,Closed,14.22224685776581,3
A teddy bear is sitting on the rail of a wire fence.,rail,wrong,10.164342880249023,Open,5.4510384535657,4
A teddy bear is sitting on the rail of a wire fence.,of,wrong,4.648126125335693,Closed,13.288621606997307,2
A teddy bear is sitting on the rail of a wire fence.,a,wrong,1.5741924047470093,Closed,13.855864282863422,1
A teddy bear is sitting on the rail of a wire fence.,wire,wrong,14.208173751831055,Open,7.246368080102461,4
A teddy bear is sitting on the rail of a wire fence.,fence.,wrong,4.0992982387542725,Open,6.70808408385307,5
A tennis player makes a quick shuffle to return the ball.,tennis,wrong,16.75943374633789,Open,6.543911845564792,6
A tennis player makes a quick shuffle to return the ball.,player,wrong,2.4198014736175537,Open,7.563200592358071,6
A tennis player makes a quick shuffle to return the ball.,makes,wrong,9.803890228271484,Open,9.417029285218431,5
A tennis player makes a quick shuffle to return the ball.,a,wrong,2.1336090564727783,Closed,13.855864282863422,1
A tennis player makes a quick shuffle to return the ball.,quick,wrong,7.95474100112915,Open,8.620110725422924,5
A tennis player makes a quick shuffle to return the ball.,shuffle,wrong,12.7444486618042,Open,5.0106352940962555,7
A tennis player makes a quick shuffle to return the ball.,to,wrong,3.4350709915161133,Closed,13.960969286275443,2
A tennis player makes a quick shuffle to return the ball.,return,wrong,7.926386833190918,Open,8.450198322591959,6
A tennis player makes a quick shuffle to return the ball.,the,wrong,3.742788553237915,Closed,14.22224685776581,3
A tennis player makes a quick shuffle to return the ball.,ball.,wrong,4.163084506988525,Open,8.585412430393381,4
Plates of food and two glasses of red wine are on a table.,of,wrong,3.2799739837646484,Closed,13.288621606997307,2
Plates of food and two glasses of red wine are on a table.,food,wrong,12.164380073547363,Open,8.971575439759016,4
Plates of food and two glasses of red wine are on a table.,and,wrong,3.4714908599853516,Closed,13.433927978319357,3
Plates of food and two glasses of red wine are on a table.,two,wrong,12.404013633728027,Closed,10.903825271935897,3
Plates of food and two glasses of red wine are on a table.,glasses,wrong,8.653375625610352,Open,7.4318919168078,7
Plates of food and two glasses of red wine are on a table.,of,wrong,0.10725188255310059,Closed,13.288621606997307,2
Plates of food and two glasses of red wine are on a table.,red,wrong,8.607518196105957,Open,8.929435283803425,3
Plates of food and two glasses of red wine are on a table.,wine,wrong,0.08118271082639694,Open,8.032035314398824,4
Plates of food and two glasses of red wine are on a table.,are,wrong,4.285057067871094,Closed,12.490017744185046,3
Plates of food and two glasses of red wine are on a table.,on,wrong,5.372228622436523,Closed,12.779146043675691,2
Plates of food and two glasses of red wine are on a table.,a,wrong,4.232431888580322,Closed,13.855864282863422,1
Plates of food and two glasses of red wine are on a table.,table.,wrong,4.569024324417114,Open,8.591743922680534,5
"An empty clean kitchen with cabinetry, stove and dishwasher.",empty,wrong,14.329768180847168,Open,7.786967002614872,5
"An empty clean kitchen with cabinetry, stove and dishwasher.",clean,wrong,14.272537231445312,Open,8.729558869558568,5
"An empty clean kitchen with cabinetry, stove and dishwasher.",kitchen,wrong,9.767260551452637,Open,7.9976631270201,7
"An empty clean kitchen with cabinetry, stove and dishwasher.",with,wrong,3.562371253967285,Closed,12.458639067517554,4
"An empty clean kitchen with cabinetry, stove and dishwasher.","cabinetry,",wrong,18.023844301700592,Open,0.0,9
"An empty clean kitchen with cabinetry, stove and dishwasher.",stove,wrong,7.157403469085693,Open,5.958424693029782,5
"An empty clean kitchen with cabinetry, stove and dishwasher.",and,wrong,1.8314485549926758,Closed,13.433927978319357,3
"An empty clean kitchen with cabinetry, stove and dishwasher.",dishwasher.,wrong,7.410223305225372,Open,4.634728988229636,10
A man holding a baby while standing in front of a mirror.,man,wrong,10.534785270690918,Open,11.452463954850357,3
A man holding a baby while standing in front of a mirror.,holding,wrong,8.092991828918457,Open,8.169053149927343,7
A man holding a baby while standing in front of a mirror.,a,wrong,0.5111320614814758,Closed,13.855864282863422,1
A man holding a baby while standing in front of a mirror.,baby,wrong,4.429136276245117,Open,10.165005304967229,4
A man holding a baby while standing in front of a mirror.,while,wrong,5.697741985321045,Closed,9.7881328161731,5
A man holding a baby while standing in front of a mirror.,standing,wrong,7.912637710571289,Open,8.29254851397576,8
A man holding a baby while standing in front of a mirror.,in,wrong,2.1734728813171387,Closed,13.119246525062723,2
A man holding a baby while standing in front of a mirror.,front,wrong,1.6123439073562622,Open,9.133351330448047,5
A man holding a baby while standing in front of a mirror.,of,wrong,0.004083618521690369,Closed,13.288621606997307,2
A man holding a baby while standing in front of a mirror.,a,wrong,0.9001075029373169,Closed,13.855864282863422,1
A man holding a baby while standing in front of a mirror.,mirror.,wrong,11.217355012893677,Open,7.117205503164344,6
A cat sitting on the hood of a parked black car in a garage.,cat,wrong,14.127521514892578,Open,8.12651816878071,3
A cat sitting on the hood of a parked black car in a garage.,sitting,wrong,10.479620933532715,Open,8.479283618343016,7
A cat sitting on the hood of a parked black car in a garage.,on,wrong,1.5355076789855957,Closed,12.779146043675691,2
A cat sitting on the hood of a parked black car in a garage.,the,wrong,1.7545573711395264,Closed,14.22224685776581,3
A cat sitting on the hood of a parked black car in a garage.,hood,wrong,9.349183082580566,Open,6.665683717782408,4
A cat sitting on the hood of a parked black car in a garage.,of,wrong,0.4477085471153259,Closed,13.288621606997307,2
A cat sitting on the hood of a parked black car in a garage.,a,wrong,1.215875506401062,Closed,13.855864282863422,1
A cat sitting on the hood of a parked black car in a garage.,parked,wrong,6.0003790855407715,Open,6.278521424165844,6
A cat sitting on the hood of a parked black car in a garage.,black,wrong,10.220887184143066,Open,9.05543941075822,5
A cat sitting on the hood of a parked black car in a garage.,car,wrong,3.619708776473999,Open,10.111964066806934,3
A cat sitting on the hood of a parked black car in a garage.,in,wrong,3.5881214141845703,Closed,13.119246525062723,2
A cat sitting on the hood of a parked black car in a garage.,a,wrong,3.6954872608184814,Closed,13.855864282863422,1
A cat sitting on the hood of a parked black car in a garage.,garage.,wrong,12.512696743011475,Open,7.23561914106675,6
A batter swinging a bat at a baseball with the catcher and umpire behind him.,batter,correct,17.12637710571289,Open,5.313205979041787,6
A batter swinging a bat at a baseball with the catcher and umpire behind him.,swinging,correct,12.75515079498291,Open,5.746203190540153,8
A batter swinging a bat at a baseball with the catcher and umpire behind him.,a,correct,2.8864667415618896,Closed,13.855864282863422,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,bat,correct,1.6607778072357178,Open,6.9584483932976555,3
A batter swinging a bat at a baseball with the catcher and umpire behind him.,at,correct,2.296419858932495,Closed,12.00806063485357,2
A batter swinging a bat at a baseball with the catcher and umpire behind him.,a,correct,2.4244470596313477,Closed,13.855864282863422,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,baseball,correct,4.8210625648498535,Open,7.160845906664299,8
A batter swinging a bat at a baseball with the catcher and umpire behind him.,with,correct,7.1127705574035645,Closed,12.458639067517554,4
A batter swinging a bat at a baseball with the catcher and umpire behind him.,the,correct,2.7412405014038086,Closed,14.22224685776581,3
A batter swinging a bat at a baseball with the catcher and umpire behind him.,catcher,correct,9.423480987548828,Open,5.25227342804663,7
A batter swinging a bat at a baseball with the catcher and umpire behind him.,and,correct,5.983933448791504,Closed,13.433927978319357,3
A batter swinging a bat at a baseball with the catcher and umpire behind him.,umpire,correct,8.366981480270624,Open,3.9889840465642745,6
A batter swinging a bat at a baseball with the catcher and umpire behind him.,behind,correct,9.346502304077148,Closed,9.167537249650874,6
A batter swinging a bat at a baseball with the catcher and umpire behind him.,him.,correct,2.7068475484848022,Closed,12.087908287179532,3
A refrigerator mostly empty with only a few bottles of water inside.,refrigerator,correct,17.70765495300293,Open,6.056784013228625,12
A refrigerator mostly empty with only a few bottles of water inside.,mostly,correct,17.033870697021484,Open,7.1929342212158,6
A refrigerator mostly empty with only a few bottles of water inside.,empty,correct,6.799161911010742,Open,7.786967002614872,5
A refrigerator mostly empty with only a few bottles of water inside.,with,correct,5.381125450134277,Closed,12.458639067517554,4
A refrigerator mostly empty with only a few bottles of water inside.,only,correct,4.681709289550781,Open,10.919967451665618,4
A refrigerator mostly empty with only a few bottles of water inside.,a,correct,1.812915563583374,Closed,13.855864282863422,1
A refrigerator mostly empty with only a few bottles of water inside.,few,correct,1.2376840114593506,Open,9.641668139610074,3
A refrigerator mostly empty with only a few bottles of water inside.,bottles,correct,4.316959381103516,Open,6.525029657843462,7
A refrigerator mostly empty with only a few bottles of water inside.,of,correct,0.9117127656936646,Closed,13.288621606997307,2
A refrigerator mostly empty with only a few bottles of water inside.,water,correct,2.732454776763916,Open,9.348187438668308,5
A refrigerator mostly empty with only a few bottles of water inside.,inside.,correct,7.569753587245941,Open,9.28498391497195,6
A heavily lit-up building in front of a river.,heavily,correct,14.524154663085938,Open,5.7430031878094825,7
A heavily lit-up building in front of a river.,lit-up,correct,17.123619556427002,Open,0.0,5
A heavily lit-up building in front of a river.,building,correct,3.843471050262451,Open,8.532672762264625,8
A heavily lit-up building in front of a river.,in,correct,3.4723541736602783,Closed,13.119246525062723,2
A heavily lit-up building in front of a river.,front,correct,6.0386247634887695,Open,9.133351330448047,5
A heavily lit-up building in front of a river.,of,correct,0.05013694241642952,Closed,13.288621606997307,2
A heavily lit-up building in front of a river.,a,correct,3.0850977897644043,Closed,13.855864282863422,1
A heavily lit-up building in front of a river.,river.,correct,13.314834117889404,Open,7.947678571301568,5
A city skyline is shown with a subway train coming around the bend.,city,correct,11.932082176208496,Open,9.06230429314878,4
A city skyline is shown with a subway train coming around the bend.,skyline,correct,12.304572105407715,Open,3.5263605246161616,7
A city skyline is shown with a subway train coming around the bend.,is,correct,3.1588635444641113,Closed,13.038248891280736,2
A city skyline is shown with a subway train coming around the bend.,shown,correct,7.53826379776001,Open,6.583409222158765,5
A city skyline is shown with a subway train coming around the bend.,with,correct,5.47551155090332,Closed,12.458639067517554,4
A city skyline is shown with a subway train coming around the bend.,a,correct,2.532850742340088,Closed,13.855864282863422,1
A city skyline is shown with a subway train coming around the bend.,subway,correct,9.335725784301758,Open,6.302618975744905,6
A city skyline is shown with a subway train coming around the bend.,train,correct,4.498278617858887,Open,8.48632152774915,5
A city skyline is shown with a subway train coming around the bend.,coming,correct,6.941298961639404,Open,10.19906338710701,6
A city skyline is shown with a subway train coming around the bend.,around,correct,10.564677238464355,Closed,10.534040986325001,6
A city skyline is shown with a subway train coming around the bend.,the,correct,1.320106029510498,Closed,14.22224685776581,3
A city skyline is shown with a subway train coming around the bend.,bend.,correct,10.348735570907593,Open,6.643789733147672,4
A stop sign located at the intersection of East Village and Woodfield Rd.,stop,correct,13.237504959106445,Open,10.493244497383538,4
A stop sign located at the intersection of East Village and Woodfield Rd.,sign,correct,5.043303966522217,Open,8.824236617346639,4
A stop sign located at the intersection of East Village and Woodfield Rd.,located,correct,11.368833541870117,Open,6.148468295917647,7
A stop sign located at the intersection of East Village and Woodfield Rd.,at,correct,1.8273271322250366,Closed,12.00806063485357,2
A stop sign located at the intersection of East Village and Woodfield Rd.,the,correct,1.200533151626587,Closed,14.22224685776581,3
A stop sign located at the intersection of East Village and Woodfield Rd.,intersection,correct,3.2946369647979736,Open,4.7535901911063645,12
A stop sign located at the intersection of East Village and Woodfield Rd.,of,correct,0.19136682152748108,Closed,13.288621606997307,2
A stop sign located at the intersection of East Village and Woodfield Rd.,East,correct,5.97627067565918,Open,7.834788107388194,4
A stop sign located at the intersection of East Village and Woodfield Rd.,Village,correct,9.623831748962402,Open,7.445417556701687,7
A stop sign located at the intersection of East Village and Woodfield Rd.,and,correct,1.199759602546692,Closed,13.433927978319357,3
A stop sign located at the intersection of East Village and Woodfield Rd.,Woodfield,correct,16.704416275024414,Open,0.0,9
A stop sign located at the intersection of East Village and Woodfield Rd.,Rd.,correct,9.011587858200073,Open,6.342121418721152,2
A tray topped with a chicken sandwich next to a cup of fries.,tray,correct,17.196176528930664,Open,6.016157159698354,4
A tray topped with a chicken sandwich next to a cup of fries.,topped,correct,12.930815696716309,Open,3.871201010907891,6
A tray topped with a chicken sandwich next to a cup of fries.,with,correct,0.1430407613515854,Closed,12.458639067517554,4
A tray topped with a chicken sandwich next to a cup of fries.,a,correct,1.821361780166626,Closed,13.855864282863422,1
A tray topped with a chicken sandwich next to a cup of fries.,chicken,correct,9.579057693481445,Open,8.054522609537294,7
A tray topped with a chicken sandwich next to a cup of fries.,sandwich,correct,6.6297926902771,Open,7.0192966537150445,8
A tray topped with a chicken sandwich next to a cup of fries.,next,correct,11.447662353515625,Open,10.047154902348542,4
A tray topped with a chicken sandwich next to a cup of fries.,to,correct,0.04372921586036682,Closed,13.960969286275443,2
A tray topped with a chicken sandwich next to a cup of fries.,a,correct,1.4267021417617798,Closed,13.855864282863422,1
A tray topped with a chicken sandwich next to a cup of fries.,cup,correct,7.046217441558838,Open,7.876258882303226,3
A tray topped with a chicken sandwich next to a cup of fries.,of,correct,0.27166518568992615,Closed,13.288621606997307,2
A tray topped with a chicken sandwich next to a cup of fries.,fries.,correct,10.732824325561523,Open,6.39024066706535,5
A baby elephant walking through a shallow pool of flowing water.,baby,correct,13.874159812927246,Open,10.165005304967229,4
A baby elephant walking through a shallow pool of flowing water.,elephant,correct,7.848835468292236,Open,6.363028103540465,8
A baby elephant walking through a shallow pool of flowing water.,walking,correct,11.363457679748535,Open,8.249575150000199,7
A baby elephant walking through a shallow pool of flowing water.,through,correct,3.737987756729126,Closed,10.240887929730164,7
A baby elephant walking through a shallow pool of flowing water.,a,correct,1.9414697885513306,Closed,13.855864282863422,1
A baby elephant walking through a shallow pool of flowing water.,shallow,correct,12.487688064575195,Open,5.707110264748875,7
A baby elephant walking through a shallow pool of flowing water.,pool,correct,5.522574424743652,Open,7.78155595923534,4
A baby elephant walking through a shallow pool of flowing water.,of,correct,3.3518126010894775,Closed,13.288621606997307,2
A baby elephant walking through a shallow pool of flowing water.,flowing,correct,12.393982887268066,Open,5.37989735354046,7
A baby elephant walking through a shallow pool of flowing water.,water.,correct,2.2309021055698395,Open,9.348187438668308,5
Several containers of food and beverages on a wooden table outdoors.,containers,correct,15.415008544921875,Open,4.343805421853684,10
Several containers of food and beverages on a wooden table outdoors.,of,correct,2.317218542098999,Closed,13.288621606997307,2
Several containers of food and beverages on a wooden table outdoors.,food,correct,4.952383995056152,Open,8.971575439759016,4
Several containers of food and beverages on a wooden table outdoors.,and,correct,2.9169561862945557,Closed,13.433927978319357,3
Several containers of food and beverages on a wooden table outdoors.,beverages,correct,3.7034804821014404,Open,4.110873864173311,9
Several containers of food and beverages on a wooden table outdoors.,on,correct,7.135237693786621,Closed,12.779146043675691,2
Several containers of food and beverages on a wooden table outdoors.,a,correct,3.513672351837158,Closed,13.855864282863422,1
Several containers of food and beverages on a wooden table outdoors.,wooden,correct,8.083211898803711,Open,5.905361848054571,6
Several containers of food and beverages on a wooden table outdoors.,table,correct,3.240508794784546,Open,8.591743922680534,5
Several containers of food and beverages on a wooden table outdoors.,outdoors.,correct,18.57394576072693,Open,4.672828834461906,8
Some control buttons on an orange and silver electronic device.,control,correct,11.743976593017578,Open,8.804175018753625,7
Some control buttons on an orange and silver electronic device.,buttons,correct,11.08700942993164,Open,6.095824562432225,7
Some control buttons on an orange and silver electronic device.,on,correct,3.656151056289673,Closed,12.779146043675691,2
Some control buttons on an orange and silver electronic device.,an,correct,7.34004020690918,Closed,11.462379259863024,2
Some control buttons on an orange and silver electronic device.,orange,correct,10.760388374328613,Open,7.037027614686276,6
Some control buttons on an orange and silver electronic device.,and,correct,5.108624458312988,Closed,13.433927978319357,3
Some control buttons on an orange and silver electronic device.,silver,correct,5.837494373321533,Open,7.389563953677635,6
Some control buttons on an orange and silver electronic device.,electronic,correct,14.539569854736328,Open,5.857933154483459,10
Some control buttons on an orange and silver electronic device.,device.,correct,6.225126266479492,Open,6.8308742346461795,6
A bird sits atop a wooden post and watches its surroundings.,bird,correct,15.260147094726562,Open,7.748460023899697,4
A bird sits atop a wooden post and watches its surroundings.,sits,correct,12.567977905273438,Open,6.230481447578482,4
A bird sits atop a wooden post and watches its surroundings.,atop,correct,5.3537726402282715,Closed,3.9512437185814275,4
A bird sits atop a wooden post and watches its surroundings.,a,correct,0.7762394547462463,Closed,13.855864282863422,1
A bird sits atop a wooden post and watches its surroundings.,wooden,correct,8.435827255249023,Open,5.905361848054571,6
A bird sits atop a wooden post and watches its surroundings.,post,correct,7.601016998291016,Open,7.4109518755836366,4
A bird sits atop a wooden post and watches its surroundings.,and,correct,4.685833930969238,Closed,13.433927978319357,3
A bird sits atop a wooden post and watches its surroundings.,watches,correct,6.707004070281982,Open,6.0063531596017325,7
A bird sits atop a wooden post and watches its surroundings.,its,correct,4.652915000915527,Closed,9.077608659522225,3
A bird sits atop a wooden post and watches its surroundings.,surroundings.,correct,6.728465557098389,Open,4.672828834461906,12
A person holding an object in front of a panda bear.,person,correct,11.074508666992188,Open,9.292565312231853,6
A person holding an object in front of a panda bear.,holding,correct,8.48698616027832,Open,8.169053149927343,7
A person holding an object in front of a panda bear.,an,correct,3.8659491539001465,Closed,11.462379259863024,2
A person holding an object in front of a panda bear.,object,correct,5.583012104034424,Open,7.1808311990445555,6
